origem,alvo,h,modelo,y_true,media,q10,q20,q30,q40,q50,q60,q70,q80,q90
2023-10-01,2023-12-01,2,ardl_logdiff,0.031530,-0.001311,-0.051300,-0.024857,-0.015178,-0.006226,0.001469,0.011190,0.017858,0.028759,0.038567
2023-10-01,2023-12-01,2,ar1_logdiff,0.031530,-0.000567,-0.034422,-0.023760,-0.011715,-0.006266,0.001103,0.007125,0.014024,0.020242,0.033717
2023-11-01,2023-12-01,1,ardl_logdiff,0.031530,0.012239,-0.008505,0.002409,0.006541,0.010132,0.013450,0.017343,0.020247,0.024610,0.028512
2023-11-01,2023-12-01,1,ar1_logdiff,0.031530,0.012118,-0.004842,0.000750,0.006518,0.009278,0.012980,0.016252,0.019680,0.022452,0.029142
2023-11-01,2024-01-01,2,ardl_logdiff,0.019862,0.008225,-0.041855,-0.015508,-0.005532,0.003137,0.011147,0.020546,0.027556,0.038091,0.047511
2023-11-01,2024-01-01,2,ar1_logdiff,0.019862,0.012832,-0.021101,-0.009913,0.001629,0.007151,0.014558,0.021105,0.027962,0.033508,0.046896
2023-12-01,2024-01-01,1,ardl_logdiff,0.019862,0.028476,0.007749,0.018721,0.022545,0.026245,0.029777,0.033462,0.036307,0.040832,0.046031
2023-12-01,2024-01-01,1,ar1_logdiff,0.019862,0.033239,0.016197,0.022038,0.027634,0.030352,0.034017,0.037478,0.040643,0.043700,0.050185
2023-12-01,2024-02-01,2,ardl_logdiff,0.021870,0.028183,-0.021857,0.004631,0.013863,0.022796,0.031323,0.040220,0.047088,0.058012,0.070563
2023-12-01,2024-02-01,2,ar1_logdiff,0.021870,0.034145,0.000045,0.011734,0.022931,0.028368,0.035702,0.042626,0.048959,0.055077,0.068052
2024-01-01,2024-02-01,1,ardl_logdiff,0.021870,0.019184,-0.001222,0.009737,0.013186,0.016898,0.020283,0.024150,0.026965,0.031536,0.036573
2024-01-01,2024-02-01,1,ar1_logdiff,0.021870,0.020111,0.003218,0.008238,0.014369,0.017162,0.020918,0.024331,0.027632,0.030598,0.037151
2024-01-01,2024-03-01,2,ardl_logdiff,0.017769,0.015856,-0.033409,-0.006952,0.001376,0.010337,0.018508,0.027845,0.034641,0.045675,0.057837
2024-01-01,2024-03-01,2,ar1_logdiff,0.017769,0.009831,-0.023970,-0.013926,-0.001658,0.003931,0.011446,0.018273,0.024879,0.030813,0.043925
2024-02-01,2024-03-01,1,ardl_logdiff,0.017769,0.018740,-0.001483,0.009398,0.012727,0.016453,0.020029,0.023657,0.026420,0.031024,0.035870
2024-02-01,2024-03-01,1,ar1_logdiff,0.017769,0.011675,-0.005176,-0.000149,0.005980,0.008827,0.012543,0.015612,0.019173,0.022049,0.028686
2024-02-01,2024-04-01,2,ardl_logdiff,0.019822,0.018982,-0.029841,-0.003573,0.004465,0.013459,0.022093,0.030851,0.037521,0.048637,0.060335
2024-02-01,2024-04-01,2,ar1_logdiff,0.019822,0.015430,-0.018286,-0.008228,0.004034,0.009732,0.017167,0.023306,0.030431,0.036186,0.049466
2024-03-01,2024-04-01,1,ardl_logdiff,0.019822,0.017986,-0.002077,0.008712,0.012027,0.015785,0.019063,0.022887,0.025637,0.030249,0.034890
2024-03-01,2024-04-01,1,ar1_logdiff,0.019822,0.021821,0.004980,0.010015,0.016140,0.019038,0.022716,0.026110,0.029258,0.032046,0.038766
2024-03-01,2024-05-01,2,ardl_logdiff,0.000000,0.010300,-0.038136,-0.012089,-0.004087,0.004986,0.012900,0.022132,0.028772,0.039904,0.051109
2024-03-01,2024-05-01,2,ar1_logdiff,0.000000,0.013660,-0.020034,-0.009960,0.002295,0.008092,0.015452,0.022243,0.028541,0.034119,0.047565
2024-04-01,2024-05-01,1,ardl_logdiff,0.000000,0.012217,-0.007733,0.002975,0.006293,0.010070,0.013521,0.017113,0.019821,0.024426,0.028864
2024-04-01,2024-05-01,1,ar1_logdiff,0.000000,0.011565,-0.005232,0.000089,0.006136,0.009113,0.012399,0.015602,0.018801,0.021798,0.028522
2024-04-01,2024-06-01,2,ardl_logdiff,0.048743,0.015851,-0.032313,-0.006461,0.001549,0.010667,0.018998,0.027669,0.034207,0.045324,0.056039
2024-04-01,2024-06-01,2,ar1_logdiff,0.048743,0.015340,-0.018269,-0.007622,0.004478,0.010433,0.017009,0.023418,0.029819,0.035814,0.049267
2024-05-01,2024-06-01,1,ardl_logdiff,0.048743,0.002985,-0.016872,-0.006613,-0.002903,0.000930,0.004204,0.007954,0.010693,0.015285,0.019633
2024-05-01,2024-06-01,1,ar1_logdiff,0.048743,0.003213,-0.013459,-0.008391,-0.002442,0.000483,0.004065,0.007073,0.010330,0.013531,0.020256
2024-05-01,2024-07-01,2,ardl_logdiff,0.039414,0.011995,-0.035942,-0.011177,-0.002220,0.007036,0.014939,0.023991,0.030605,0.041691,0.052189
2024-05-01,2024-07-01,2,ar1_logdiff,0.039414,0.007904,-0.025455,-0.015314,-0.003410,0.002441,0.009608,0.015626,0.022143,0.028547,0.042003
2024-06-01,2024-07-01,1,ardl_logdiff,0.039414,0.059946,0.039748,0.049901,0.053912,0.057442,0.060828,0.064459,0.067415,0.071943,0.078253
2024-06-01,2024-07-01,1,ar1_logdiff,0.039414,0.055445,0.038367,0.043473,0.049402,0.052562,0.055993,0.059353,0.062610,0.065625,0.072174
2024-06-01,2024-08-01,2,ardl_logdiff,0.032467,0.045781,-0.002982,0.021529,0.031214,0.039734,0.047908,0.056675,0.063813,0.074743,0.089977
2024-06-01,2024-08-01,2,ar1_logdiff,0.032467,0.049569,0.015401,0.025618,0.037479,0.043801,0.050665,0.057387,0.063903,0.069935,0.083039
2024-07-01,2024-08-01,1,ardl_logdiff,0.032467,0.024521,0.004160,0.014140,0.018733,0.022109,0.025289,0.029165,0.032329,0.036681,0.042864
2024-07-01,2024-08-01,1,ar1_logdiff,0.032467,0.032916,0.015915,0.020741,0.027022,0.029902,0.033449,0.036814,0.039971,0.043114,0.049743
2024-07-01,2024-09-01,2,ardl_logdiff,0.046109,0.031039,-0.018117,0.005976,0.017064,0.025216,0.032893,0.042249,0.049889,0.060395,0.075322
2024-07-01,2024-09-01,2,ar1_logdiff,0.046109,0.035857,0.001848,0.011502,0.024067,0.029828,0.036924,0.043655,0.049970,0.056257,0.069519
2024-08-01,2024-09-01,1,ardl_logdiff,0.046109,0.039252,0.018955,0.028898,0.033419,0.036884,0.040090,0.043844,0.047005,0.051275,0.057230
2024-08-01,2024-09-01,1,ar1_logdiff,0.046109,0.035391,0.018436,0.023225,0.029704,0.032464,0.035897,0.039143,0.042175,0.045482,0.052198
2024-08-01,2024-10-01,2,ardl_logdiff,0.041102,0.035913,-0.013087,0.010915,0.021831,0.030197,0.037936,0.047000,0.054631,0.064939,0.079316
2024-08-01,2024-10-01,2,ar1_logdiff,0.041102,0.029326,-0.004593,0.004987,0.017949,0.023469,0.030338,0.036830,0.042896,0.049512,0.062947
2024-09-01,2024-10-01,1,ardl_logdiff,0.041102,0.043105,0.022846,0.032780,0.037224,0.040736,0.044016,0.047679,0.050778,0.055032,0.060709
2024-09-01,2024-10-01,1,ar1_logdiff,0.041102,0.040452,0.023452,0.028287,0.034891,0.037785,0.040905,0.044344,0.047641,0.050900,0.057151
2024-09-01,2024-11-01,2,ardl_logdiff,0.024403,0.028557,-0.020353,0.003628,0.014357,0.022836,0.030756,0.039598,0.047081,0.057351,0.071056
2024-09-01,2024-11-01,2,ar1_logdiff,0.024403,0.028562,-0.005445,0.004228,0.017438,0.023229,0.029468,0.036348,0.042944,0.049463,0.061967
2024-10-01,2024-11-01,1,ardl_logdiff,0.024403,0.026483,0.006337,0.016231,0.020650,0.024160,0.027270,0.031042,0.034173,0.038404,0.043811
2024-10-01,2024-11-01,1,ar1_logdiff,0.024403,0.029237,0.012274,0.017157,0.023839,0.026912,0.029782,0.032974,0.036298,0.039570,0.045907
2024-10-01,2024-12-01,2,ardl_logdiff,0.005803,0.006755,-0.041883,-0.017995,-0.007328,0.001146,0.008655,0.017761,0.025321,0.035535,0.048588
2024-10-01,2024-12-01,2,ar1_logdiff,0.005803,0.009672,-0.024261,-0.014493,-0.001125,0.005020,0.010764,0.017148,0.023797,0.030343,0.043020
2024-11-01,2024-12-01,1,ardl_logdiff,0.005803,0.004593,-0.015443,-0.005541,-0.001186,0.002301,0.005264,0.009148,0.012241,0.016499,0.021641
2024-11-01,2024-12-01,1,ar1_logdiff,0.005803,0.004655,-0.012229,-0.007299,-0.000591,0.001848,0.005140,0.008151,0.011478,0.014915,0.021339
2024-11-01,2025-01-01,2,ardl_logdiff,0.018510,0.013917,-0.034453,-0.010549,-0.000034,0.008385,0.015536,0.024915,0.032382,0.042662,0.055074
2024-11-01,2025-01-01,2,ar1_logdiff,0.018510,0.017319,-0.016457,-0.006595,0.006824,0.011704,0.018289,0.024313,0.030967,0.037843,0.050695
2024-12-01,2025-01-01,1,ardl_logdiff,0.018510,0.015174,-0.004778,0.005119,0.009400,0.012924,0.015968,0.019702,0.022666,0.027036,0.031912
2024-12-01,2025-01-01,1,ar1_logdiff,0.018510,0.018510,0.001658,0.006635,0.013366,0.016041,0.019086,0.021588,0.025047,0.028650,0.035162
2024-12-01,2025-02-01,2,ardl_logdiff,0.012702,0.015393,-0.032775,-0.008882,0.001453,0.009962,0.017310,0.026325,0.033481,0.044029,0.055803
2024-12-01,2025-02-01,2,ar1_logdiff,0.012702,0.017517,-0.016196,-0.006239,0.007226,0.012577,0.018668,0.023674,0.030594,0.037802,0.050827
2025-01-01,2025-02-01,1,ardl_logdiff,0.012702,0.018817,-0.001025,0.008739,0.013116,0.016621,0.019679,0.023299,0.026173,0.030608,0.035216
2025-01-01,2025-02-01,1,ar1_logdiff,0.012702,0.017516,0.000705,0.005730,0.012481,0.015393,0.017993,0.020184,0.023778,0.027546,0.034144
2025-01-01,2025-03-01,2,ardl_logdiff,0.027029,0.013817,-0.034087,-0.010514,0.000054,0.008515,0.015897,0.024636,0.031576,0.042284,0.053406
2025-01-01,2025-03-01,2,ar1_logdiff,0.027029,0.011618,-0.022012,-0.011961,0.001544,0.007370,0.012572,0.016954,0.024143,0.031681,0.044880
2025-02-01,2025-03-01,1,ardl_logdiff,0.027029,0.007442,-0.012190,-0.002542,0.001672,0.005225,0.008274,0.011930,0.014746,0.019240,0.023582
2025-02-01,2025-03-01,1,ar1_logdiff,0.027029,0.006621,-0.010142,-0.004837,0.001663,0.004015,0.007103,0.009315,0.012888,0.016678,0.023284
2025-02-01,2025-04-01,2,ardl_logdiff,0.024238,0.010076,-0.037321,-0.014029,-0.003855,0.004723,0.012084,0.020910,0.027709,0.038557,0.049042
2025-02-01,2025-04-01,2,ar1_logdiff,0.024238,0.008524,-0.025009,-0.014397,-0.001393,0.003311,0.009488,0.013912,0.021061,0.028643,0.041859
2025-03-01,2025-04-01,1,ardl_logdiff,0.024238,0.030418,0.010656,0.020526,0.024487,0.028047,0.031186,0.034798,0.037824,0.042199,0.049110
2025-03-01,2025-04-01,1,ar1_logdiff,0.024238,0.029685,0.012776,0.018367,0.024615,0.027275,0.030059,0.032451,0.036182,0.039923,0.046391
2025-03-01,2025-05-01,2,ardl_logdiff,0.031314,0.038041,-0.009667,0.014160,0.023722,0.032317,0.039896,0.048616,0.055921,0.066483,0.083168
2025-03-01,2025-05-01,2,ar1_logdiff,0.031314,0.041668,0.007843,0.019027,0.031525,0.036847,0.042415,0.047202,0.054665,0.062148,0.075087
2025-04-01,2025-05-01,1,ardl_logdiff,0.031314,0.031632,0.012049,0.021968,0.025691,0.029209,0.032353,0.036052,0.038938,0.043424,0.050084
2025-04-01,2025-05-01,1,ar1_logdiff,0.031314,0.036024,0.019164,0.025045,0.030902,0.033132,0.036396,0.038625,0.042260,0.046189,0.052750
2025-04-01,2025-06-01,2,ardl_logdiff,-0.011483,-0.011920,-0.059198,-0.035252,-0.026263,-0.017770,-0.010181,-0.001251,0.005717,0.016547,0.032626
2025-04-01,2025-06-01,2,ar1_logdiff,-0.011483,-0.008655,-0.042383,-0.030619,-0.018902,-0.014442,-0.007912,-0.003454,0.003818,0.011678,0.024803
2025-05-01,2025-06-01,1,ardl_logdiff,-0.011483,-0.012250,-0.031748,-0.021747,-0.018168,-0.014620,-0.011623,-0.007862,-0.005084,-0.000495,0.005899
2025-05-01,2025-06-01,1,ar1_logdiff,-0.011483,-0.013536,-0.030348,-0.024186,-0.018582,-0.016647,-0.013185,-0.010917,-0.007370,-0.003442,0.003198
2025-05-01,2025-07-01,2,ardl_logdiff,0.001931,0.005361,-0.041711,-0.017567,-0.008925,-0.000361,0.006875,0.015955,0.022662,0.033739,0.049177
2025-05-01,2025-07-01,2,ar1_logdiff,0.001931,0.000849,-0.032782,-0.020456,-0.009245,-0.005374,0.001551,0.006087,0.013183,0.021040,0.034323
2025-06-01,2025-07-01,1,ardl_logdiff,0.001931,0.006158,-0.013259,-0.003180,0.000268,0.003883,0.006874,0.010492,0.013218,0.017866,0.023995
2025-06-01,2025-07-01,1,ar1_logdiff,0.001931,0.002975,-0.013840,-0.007394,-0.002048,-0.000073,0.003366,0.005564,0.009104,0.012947,0.019668
2025-06-01,2025-08-01,2,ardl_logdiff,0.011550,0.006046,-0.040832,-0.016499,-0.008175,0.000553,0.007774,0.016508,0.023090,0.034311,0.049109
2025-06-01,2025-08-01,2,ar1_logdiff,0.011550,0.003975,-0.029662,-0.016769,-0.006074,-0.002124,0.004757,0.009153,0.016234,0.023922,0.037366
2025-07-01,2025-08-01,1,ardl_logdiff,0.011550,0.001680,-0.017608,-0.007521,-0.004099,-0.000676,0.002325,0.006009,0.008707,0.013378,0.019256
2025-07-01,2025-08-01,1,ar1_logdiff,0.011550,0.002893,-0.013902,-0.007323,-0.002085,0.000203,0.003235,0.005470,0.009008,0.012863,0.019566
2025-07-01,2025-09-01,2,ardl_logdiff,-0.001919,-0.009676,-0.056241,-0.031888,-0.023627,-0.015363,-0.008117,0.000775,0.007289,0.018568,0.032758
2025-07-01,2025-09-01,2,ar1_logdiff,-0.001919,-0.007686,-0.041283,-0.028122,-0.017644,-0.013067,-0.007002,-0.002530,0.004546,0.012258,0.025668
2025-08-01,2025-09-01,1,ardl_logdiff,-0.001919,0.000577,-0.018652,-0.008720,-0.005126,-0.001775,0.001257,0.004864,0.007771,0.012148,0.017762
2025-08-01,2025-09-01,1,ar1_logdiff,-0.001919,0.001280,-0.015565,-0.008852,-0.003726,-0.001121,0.001616,0.003822,0.007379,0.011178,0.017864
2025-08-01,2025-10-01,2,ardl_logdiff,-0.000959,-0.002161,-0.048582,-0.024606,-0.015927,-0.007837,-0.000519,0.008190,0.015208,0.025775,0.039329
2025-08-01,2025-10-01,2,ar1_logdiff,-0.000959,0.000408,-0.033289,-0.019861,-0.009608,-0.004395,0.001080,0.005492,0.012608,0.020208,0.033583
2025-09-01,2025-10-01,1,ardl_logdiff,-0.000959,-0.004750,-0.023893,-0.013973,-0.010319,-0.007163,-0.004133,-0.000471,0.002349,0.006808,0.012144
2025-09-01,2025-10-01,1,ar1_logdiff,-0.000959,-0.002905,-0.019715,-0.012871,-0.007863,-0.005811,-0.002607,-0.000357,0.003192,0.007006,0.013674
2025-09-01,2025-11-01,2,ardl_logdiff,0.003850,0.001087,-0.045128,-0.021179,-0.012358,-0.004737,0.002577,0.011418,0.018227,0.028991,0.041875
2025-09-01,2025-11-01,2,ar1_logdiff,0.003850,0.001958,-0.031668,-0.017977,-0.007959,-0.003853,0.002555,0.007055,0.014156,0.021786,0.035125
2025-10-01,2025-11-01,1,ardl_logdiff,0.003850,0.005014,-0.014056,-0.004202,-0.000359,0.002618,0.005687,0.009151,0.011982,0.016505,0.021566
2025-10-01,2025-11-01,1,ar1_logdiff,0.003850,0.003973,-0.012838,-0.005862,-0.000971,0.001407,0.004319,0.006489,0.010038,0.013862,0.020512
2025-10-01,2025-12-01,2,ardl_logdiff,-0.016529,0.002906,-0.043134,-0.019346,-0.010068,-0.002881,0.004530,0.012893,0.019727,0.030646,0.042865
2025-10-01,2025-12-01,2,ar1_logdiff,-0.016529,0.003086,-0.030543,-0.016589,-0.006805,-0.002049,0.003777,0.008119,0.015217,0.022868,0.036170
2025-11-01,2025-12-01,1,ardl_logdiff,-0.016529,0.001700,-0.017289,-0.007465,-0.003449,-0.000627,0.002308,0.005655,0.008574,0.013162,0.017950
2025-11-01,2025-12-01,1,ar1_logdiff,-0.016529,0.002958,-0.013839,-0.006732,-0.001958,0.000745,0.003242,0.005456,0.009005,0.012839,0.019471
